RainTomorrow,Year,Month,Day,DayOfYear,hum_now,temp_now
0,2012,4,11,102,71.0,22.0
0,2012,4,12,103,58.0,20.0
0,2012,4,13,104,64.0,20.8
0,2012,4,14,105,69.0,21.1
0,2012,4,15,106,64.0,20.9
1,2012,4,16,107,74.0,21.6
0,2012,4,17,108,82.0,20.8
0,2012,4,18,109,65.0,21.7
0,2012,4,19,110,66.0,21.7
1,2012,4,20,111,64.0,21.3
1,2012,4,21,112,68.0,21.1
1,2012,4,22,113,70.0,21.9
1,2012,4,23,114,65.0,21.8
0,2012,4,24,115,69.0,22.2
0,2012,4,25,116,87.0,20.6
1,2012,4,26,117,83.0,22.7
0,2012,4,27,118,67.0,22.0
0,2012,4,28,119,71.0,21.1
1,2012,4,29,120,81.0,21.1
1,2012,4,30,121,95.0,17.9
0,2012,5,1,122,61.0,19.2
0,2012,5,2,123,59.0,19.0
1,2012,5,3,124,66.0,19.1
1,2012,5,4,125,66.0,19.7
0,2012,5,5,126,63.0,21.1
1,2012,5,6,127,89.0,19.1
1,2012,5,7,128,76.0,22.0
0,2012,5,8,129,64.0,21.0
1,2012,5,9,130,59.0,20.9
0,2012,5,10,131,55.0,19.7
1,2012,5,11,132,63.0,20.3
0,2012,5,12,133,70.0,20.3
1,2012,5,13,134,65.0,20.4
1,2012,5,14,135,66.0,20.8
1,2012,5,15,136,49.0,19.6
0,2012,5,16,137,57.0,20.2
1,2012,5,17,138,47.0,18.0
1,2012,5,18,139,60.0,17.8
0,2012,5,19,140,59.0,17.5
0,2012,5,20,141,53.0,19.0
1,2012,5,21,142,89.0,15.4
0,2012,5,22,143,55.0,19.4
1,2012,5,23,144,66.0,19.2
0,2012,5,24,145,60.0,18.7
0,2012,5,25,146,62.0,18.6
0,2012,5,26,147,81.0,18.6
1,2012,5,27,148,86.0,20.0
1,2012,5,28,149,88.0,19.8
0,2012,5,29,150,51.0,18.3
0,2012,5,30,151,60.0,16.9
0,2012,5,31,152,68.0,17.8
0,2012,6,1,153,62.0,18.4
0,2012,6,2,154,67.0,18.1
0,2012,6,3,155,72.0,19.4
1,2012,6,4,156,84.0,19.1
1,2012,6,5,157,70.0,21.4
1,2012,6,6,158,71.0,18.3
1,2012,6,7,159,91.0,16.6
1,2012,6,8,160,52.0,17.0
0,2012,6,9,161,48.0,18.3
0,2012,6,10,162,61.0,18.0
1,2012,6,11,163,78.0,17.1
1,2012,6,12,164,88.0,17.2
1,2012,6,13,165,90.0,18.9
1,2012,6,14,166,97.0,16.8
0,2012,6,15,167,45.0,17.6
0,2012,6,16,168,47.0,18.0
0,2012,6,17,169,59.0,17.8
0,2012,6,18,170,61.0,19.8
0,2012,6,19,171,55.0,18.7
1,2012,6,20,172,81.0,16.0
0,2012,6,21,173,63.0,18.8
0,2012,6,22,174,63.0,18.0
0,2012,6,23,175,68.0,18.2
1,2012,6,24,176,76.0,18.5
0,2012,6,25,177,52.0,17.7
0,2012,6,26,178,48.0,17.8
0,2012,6,27,179,60.0,16.9
1,2012,6,28,180,58.0,16.3
1,2012,6,29,181,91.0,16.7
1,2012,6,30,182,89.0,18.6
0,2012,7,1,183,91.0,17.5
1,2012,7,2,184,76.0,18.2
0,2012,7,3,185,61.0,17.7
1,2012,7,4,186,65.0,18.8
0,2012,7,5,187,62.0,18.3
1,2012,7,6,188,67.0,17.2
0,2012,7,7,189,51.0,16.1
0,2012,7,8,190,55.0,16.7
0,2012,7,9,191,58.0,16.6
0,2012,7,10,192,55.0,16.7
0,2012,7,11,193,60.0,16.7
1,2012,7,12,194,78.0,15.9
0,2012,7,13,195,71.0,18.9
1,2012,7,14,196,83.0,18.1
1,2012,7,15,197,80.0,18.1
0,2012,7,16,198,67.0,16.0
0,2012,7,17,199,50.0,16.8
1,2012,7,18,200,80.0,16.0
1,2012,7,19,201,83.0,17.8
1,2012,7,20,202,89.0,17.3
1,2012,7,21,203,81.0,18.8
1,2012,7,22,204,73.0,19.0
0,2012,7,23,205,87.0,17.7
1,2012,7,24,206,82.0,18.2
1,2012,7,25,207,79.0,16.3
0,2012,7,26,208,66.0,16.7
0,2012,7,27,209,69.0,15.9
1,2012,7,28,210,86.0,16.7
1,2012,7,29,211,58.0,18.0
1,2012,7,30,212,53.0,17.4
0,2012,7,31,213,53.0,16.1
0,2012,8,1,214,58.0,17.2
0,2012,8,2,215,69.0,16.7
0,2012,8,3,216,61.0,17.5
0,2012,8,4,217,59.0,17.5
1,2012,8,5,218,56.0,17.6
1,2012,8,6,219,55.0,18.4
0,2012,8,7,220,62.0,17.2
1,2012,8,8,221,50.0,17.7
0,2012,8,9,222,61.0,16.4
1,2012,8,10,223,62.0,18.5
1,2012,8,11,224,58.0,18.1
0,2012,8,12,225,69.0,18.7
0,2012,8,13,226,75.0,16.4
0,2012,8,14,227,51.0,17.3
0,2012,8,15,228,48.0,17.2
1,2012,8,16,229,59.0,17.5
0,2012,8,17,230,62.0,18.8
0,2012,8,18,231,53.0,19.0
0,2012,8,19,232,80.0,19.5
0,2012,8,20,233,64.0,17.3
0,2012,8,21,234,58.0,17.9
1,2012,8,22,235,67.0,16.9
0,2012,8,23,236,65.0,17.1
0,2012,8,24,237,66.0,17.4
0,2012,8,25,238,52.0,17.6
1,2012,8,26,239,90.0,16.8
1,2012,8,27,240,84.0,17.5
1,2012,8,28,241,84.0,16.3
0,2012,8,29,242,56.0,16.5
0,2012,8,30,243,75.0,17.1
0,2012,8,31,244,58.0,18.1
1,2012,9,1,245,76.0,16.7
1,2012,9,2,246,83.0,18.1
0,2012,9,3,247,57.0,17.1
0,2012,9,4,248,68.0,16.7
0,2012,9,5,249,57.0,17.0
0,2012,9,6,250,53.0,17.4
0,2012,9,7,251,55.0,17.8
1,2012,9,8,252,72.0,18.8
0,2012,9,9,253,58.0,18.7
0,2012,9,10,254,63.0,18.1
0,2012,9,11,255,57.0,16.9
0,2012,9,12,256,65.0,15.9
0,2012,9,13,257,44.0,16.1
1,2012,9,14,258,55.0,18.4
0,2012,9,15,259,53.0,18.1
0,2012,9,16,260,55.0,18.1
0,2012,9,17,261,64.0,15.6
0,2012,9,18,262,63.0,15.5
0,2012,9,19,263,77.0,16.9
0,2012,9,20,264,73.0,17.3
0,2012,9,21,265,65.0,19.0
1,2012,9,22,266,91.0,15.8
1,2012,9,23,267,81.0,19.2
1,2012,9,24,268,87.0,18.1
0,2012,9,25,269,85.0,18.4
0,2012,9,26,270,72.0,17.6
1,2012,9,27,271,60.0,16.7
0,2012,9,28,272,62.0,17.2
0,2012,9,29,273,54.0,17.9
1,2012,9,30,274,52.0,18.3
1,2012,10,1,275,66.0,17.8
1,2012,10,2,276,69.0,15.2
0,2012,10,3,277,57.0,18.0
0,2012,10,4,278,60.0,18.4
0,2012,10,5,279,62.0,18.9
0,2012,10,6,280,65.0,18.9
0,2012,10,7,281,61.0,19.8
1,2012,10,8,282,71.0,20.3
0,2012,10,9,283,81.0,20.4
0,2012,10,10,284,71.0,21.0
0,2012,10,11,285,69.0,18.7
1,2012,10,12,286,89.0,19.6
0,2012,10,13,287,60.0,19.9
0,2012,10,14,288,55.0,18.9
0,2012,10,15,289,54.0,17.1
0,2012,10,16,290,45.0,17.1
0,2012,10,17,291,53.0,17.2
0,2012,10,18,292,60.0,19.4
0,2012,10,19,293,52.0,18.1
0,2012,10,20,294,56.0,18.5
0,2012,10,21,295,70.0,20.6
0,2012,10,22,296,76.0,20.7
1,2012,10,23,297,81.0,20.9
1,2012,10,24,298,64.0,21.4
0,2012,10,25,299,95.0,17.2
0,2012,10,26,300,62.0,18.1
0,2012,10,27,301,64.0,19.8
0,2012,10,28,302,81.0,17.8
1,2012,10,29,303,53.0,18.1
0,2012,10,30,304,66.0,17.4
0,2012,10,31,305,61.0,18.7
1,2012,11,1,306,60.0,19.1
1,2012,11,2,307,73.0,20.9
0,2012,11,3,308,66.0,19.4
0,2012,11,4,309,49.0,18.6
0,2012,11,5,310,61.0,17.9
1,2012,11,6,311,73.0,16.5
1,2012,11,7,312,59.0,18.0
0,2012,11,8,313,55.0,18.6
0,2012,11,9,314,54.0,18.8
0,2012,11,10,315,52.0,19.2
1,2012,11,11,316,54.0,18.9
0,2012,11,12,317,57.0,19.3
0,2012,11,13,318,55.0,18.8
0,2012,11,14,319,64.0,19.2
0,2012,11,15,320,59.0,20.4
0,2012,11,16,321,64.0,21.2
0,2012,11,17,322,68.0,22.4
1,2012,11,18,323,74.0,21.4
1,2012,11,19,324,91.0,21.0
0,2012,11,20,325,75.0,23.0
0,2012,11,21,326,80.0,21.4
0,2012,11,22,327,76.0,19.5
0,2012,11,23,328,72.0,19.9
0,2012,11,24,329,68.0,20.6
0,2012,11,25,330,54.0,19.8
0,2012,11,26,331,57.0,20.2
0,2012,11,27,332,65.0,20.8
0,2012,11,28,333,54.0,21.2
0,2012,11,29,334,66.0,20.9
0,2012,11,30,335,71.0,21.9
0,2013,1,1,1,78.0,22.3
0,2013,1,2,2,85.0,23.9
1,2013,1,3,3,82.0,24.3
0,2013,1,4,4,62.0,20.8
0,2013,1,5,5,59.0,22.1
0,2013,1,6,6,67.0,21.4
0,2013,1,7,7,73.0,22.1
0,2013,1,8,8,60.0,22.7
0,2013,1,9,9,55.0,23.7
0,2013,1,10,10,63.0,24.7
0,2013,1,11,11,73.0,23.4
0,2013,1,12,12,66.0,23.2
0,2013,1,13,13,56.0,24.0
1,2013,1,14,14,72.0,24.7
0,2013,1,15,15,55.0,23.3
0,2013,1,16,16,53.0,22.3
0,2013,1,17,17,49.0,22.6
0,2013,1,18,18,60.0,23.1
0,2013,1,19,19,66.0,23.9
0,2013,1,20,20,63.0,23.6
1,2013,1,21,21,74.0,23.4
1,2013,1,22,22,79.0,23.7
0,2013,1,23,23,78.0,24.8
0,2013,1,24,24,69.0,24.4
0,2013,1,25,25,76.0,24.2
0,2013,1,26,26,65.0,24.4
1,2013,1,27,27,68.0,24.0
0,2013,1,28,28,60.0,23.0
0,2013,1,29,29,64.0,23.2
0,2013,1,30,30,58.0,24.6
0,2013,1,31,31,67.0,23.9
0,2013,3,1,60,70.0,22.8
0,2013,3,2,61,59.0,23.9
0,2013,3,3,62,67.0,21.8
0,2013,3,4,63,61.0,22.8
0,2013,3,5,64,50.0,23.1
0,2013,3,6,65,56.0,23.4
0,2013,3,7,66,55.0,23.7
0,2013,3,8,67,65.0,22.7
0,2013,3,9,68,53.0,23.0
0,2013,3,10,69,56.0,23.1
0,2013,3,11,70,62.0,23.4
1,2013,3,12,71,78.0,22.4
1,2013,3,13,72,79.0,23.3
0,2013,3,14,73,91.0,22.7
0,2013,3,15,74,91.0,24.0
0,2013,3,16,75,72.0,24.7
0,2013,3,17,76,75.0,24.0
0,2013,3,18,77,62.0,24.9
0,2013,3,19,78,55.0,23.3
0,2013,3,20,79,60.0,21.3
0,2013,3,21,80,57.0,22.1
1,2013,3,22,81,57.0,23.8
1,2013,3,23,82,69.0,23.3
0,2013,3,24,83,54.0,23.7
0,2013,3,25,84,62.0,22.7
0,2013,3,26,85,52.0,23.5
1,2013,3,27,86,56.0,22.8
1,2013,3,28,87,72.0,21.7
1,2013,3,29,88,71.0,23.0
1,2013,3,30,89,78.0,22.5
0,2013,3,31,90,73.0,22.0
0,2013,4,1,91,68.0,21.9
1,2013,4,2,92,75.0,24.0
1,2013,4,3,93,87.0,20.8
1,2013,4,4,94,69.0,22.6
0,2013,4,5,95,57.0,21.6
0,2013,4,6,96,58.0,20.6
0,2013,4,7,97,57.0,20.4
0,2013,4,8,98,58.0,21.2
0,2013,4,9,99,60.0,20.7
1,2013,4,10,100,56.0,21.6
0,2013,4,11,101,76.0,20.0
0,2013,4,12,102,67.0,22.7
1,2013,4,13,103,83.0,20.3
1,2013,4,14,104,98.0,22.7
0,2013,4,15,105,84.0,22.0
0,2013,4,16,106,68.0,22.6
0,2013,4,17,107,71.0,21.5
0,2013,4,18,108,57.0,23.2
0,2013,4,19,109,74.0,22.8
0,2013,4,20,110,72.0,22.6
1,2013,4,21,111,70.0,21.4
0,2013,4,22,112,63.0,21.9
0,2013,4,23,113,51.0,22.5
0,2013,4,24,114,74.0,21.8
0,2013,4,25,115,76.0,22.3
0,2013,4,26,116,60.0,20.8
0,2013,4,27,117,60.0,21.5
0,2013,4,28,118,61.0,21.0
0,2013,4,29,119,67.0,21.3
0,2013,4,30,120,68.0,20.9
0,2013,5,1,121,58.0,21.0
0,2013,5,2,122,65.0,20.8
1,2013,5,3,123,78.0,19.8
0,2013,5,4,124,53.0,19.8
0,2013,5,5,125,43.0,20.0
0,2013,5,6,126,59.0,19.1
0,2013,5,7,127,66.0,18.6
0,2013,5,8,128,57.0,19.9
0,2013,5,9,129,51.0,20.0
1,2013,5,10,130,54.0,20.3
0,2013,5,11,131,61.0,19.4
1,2013,5,12,132,70.0,18.0
1,2013,5,13,133,85.0,18.4
0,2013,5,14,134,81.0,20.3
0,2013,5,15,135,81.0,20.1
1,2013,5,16,136,76.0,20.8
1,2013,5,17,137,93.0,18.2
0,2013,5,18,138,73.0,20.7
1,2013,5,19,139,68.0,20.1
1,2013,5,20,140,62.0,19.5
1,2013,5,21,141,59.0,19.7
0,2013,5,22,142,65.0,19.3
0,2013,5,23,143,79.0,18.6
1,2013,5,24,144,80.0,20.2
1,2013,5,25,145,95.0,17.4
1,2013,5,26,146,83.0,19.2
0,2013,5,27,147,65.0,18.9
0,2013,5,28,148,46.0,17.9
0,2013,5,29,149,57.0,17.7
1,2013,5,30,150,58.0,17.2
0,2013,5,31,151,61.0,17.4
0,2013,6,1,152,57.0,17.9
0,2013,6,2,153,62.0,18.6
1,2013,6,3,154,86.0,18.7
1,2013,6,4,155,93.0,14.9
1,2013,6,5,156,54.0,17.5
0,2013,6,6,157,59.0,17.9
0,2013,6,7,158,63.0,17.4
0,2013,6,8,159,56.0,17.2
0,2013,6,9,160,68.0,17.2
0,2013,6,10,161,55.0,17.5
0,2013,6,11,162,78.0,16.4
0,2013,6,12,163,63.0,18.3
0,2013,6,13,164,52.0,18.4
0,2013,6,14,165,66.0,19.4
1,2013,6,15,166,89.0,19.6
1,2013,6,16,167,67.0,19.9
0,2013,6,17,168,82.0,18.7
1,2013,6,18,169,76.0,18.7
0,2013,6,19,170,58.0,19.1
0,2013,6,20,171,60.0,16.7
0,2013,6,21,172,58.0,16.3
1,2013,6,22,173,62.0,16.4
0,2013,6,23,174,61.0,15.3
0,2013,6,24,175,52.0,16.6
1,2013,6,25,176,60.0,17.2
1,2013,6,26,177,84.0,18.2
0,2013,6,27,178,71.0,17.4
0,2013,6,28,179,65.0,17.0
0,2013,6,29,180,52.0,16.8
0,2013,6,30,181,65.0,18.1
0,2013,7,1,182,69.0,18.7
1,2013,7,2,183,85.0,19.0
0,2013,7,3,184,85.0,19.3
0,2013,7,4,185,89.0,17.0
0,2013,7,5,186,63.0,16.7
0,2013,7,6,187,59.0,19.1
1,2013,7,7,188,82.0,18.0
0,2013,7,8,189,56.0,18.0
1,2013,7,9,190,47.0,16.7
0,2013,7,10,191,55.0,16.0
0,2013,7,11,192,49.0,15.2
1,2013,7,12,193,71.0,14.7
1,2013,7,13,194,45.0,15.5
0,2013,7,14,195,50.0,16.0
0,2013,7,15,196,58.0,15.3
1,2013,7,16,197,50.0,15.0
0,2013,7,17,198,62.0,16.4
1,2013,7,18,199,81.0,16.7
0,2013,7,19,200,72.0,18.5
0,2013,7,20,201,67.0,18.6
0,2013,7,21,202,65.0,18.6
0,2013,7,22,203,61.0,18.0
0,2013,7,23,204,65.0,17.0
1,2013,7,24,205,94.0,15.8
0,2013,7,25,206,63.0,16.8
0,2013,7,26,207,66.0,16.7
0,2013,7,27,208,47.0,17.5
0,2013,7,28,209,67.0,15.4
1,2013,7,29,210,72.0,16.7
1,2013,7,30,211,91.0,16.3
1,2013,7,31,212,79.0,17.6
1,2013,8,1,213,84.0,17.8
1,2013,8,2,214,81.0,17.9
0,2013,8,3,215,72.0,18.2
0,2013,8,4,216,64.0,18.0
0,2013,8,5,217,56.0,19.8
0,2013,8,6,218,66.0,19.1
0,2013,8,7,219,64.0,18.5
1,2013,8,8,220,87.0,15.9
1,2013,8,9,221,87.0,16.5
0,2013,8,10,222,73.0,17.4
0,2013,8,11,223,60.0,18.6
0,2013,8,12,224,59.0,18.3
0,2013,8,13,225,69.0,18.7
0,2013,8,14,226,58.0,18.2
1,2013,8,15,227,52.0,19.3
0,2013,8,16,228,56.0,17.6
0,2013,8,17,229,50.0,17.3
0,2013,8,18,230,47.0,18.2
0,2013,8,19,231,63.0,17.1
1,2013,8,20,232,59.0,18.4
0,2013,8,21,233,64.0,18.4
0,2013,8,22,234,55.0,17.7
0,2013,8,23,235,53.0,18.0
1,2013,8,24,236,73.0,18.3
0,2013,8,25,237,59.0,17.0
0,2013,8,26,238,58.0,17.0
0,2013,8,27,239,59.0,17.7
0,2013,8,28,240,64.0,17.5
0,2013,8,29,241,68.0,17.3
0,2013,8,30,242,48.0,16.4
0,2013,8,31,243,52.0,17.0
1,2013,9,1,244,56.0,16.7
1,2013,9,2,245,69.0,15.8
1,2013,9,3,246,83.0,13.8
0,2013,9,4,247,61.0,16.1
1,2013,9,5,248,59.0,14.7
0,2013,9,6,249,52.0,16.3
0,2013,9,7,250,58.0,16.4
0,2013,9,8,251,61.0,17.9
0,2013,9,9,252,59.0,19.1
0,2013,9,10,253,57.0,19.1
0,2013,9,11,254,83.0,20.1
1,2013,9,12,255,85.0,18.5
1,2013,9,13,256,82.0,19.1
0,2013,9,14,257,65.0,16.7
1,2013,9,15,258,55.0,18.4
1,2013,9,16,259,71.0,17.9
0,2013,9,17,260,69.0,17.8
0,2013,9,18,261,69.0,18.1
0,2013,9,19,262,82.0,19.7
1,2013,9,20,263,81.0,20.5
0,2013,9,21,264,72.0,18.3
0,2013,9,22,265,67.0,19.4
1,2013,9,23,266,76.0,17.1
0,2013,9,24,267,63.0,17.7
0,2013,9,25,268,70.0,18.8
0,2013,9,26,269,81.0,20.6
0,2013,9,27,270,77.0,21.2
0,2013,9,28,271,81.0,18.2
1,2013,9,29,272,85.0,20.8
0,2013,9,30,273,58.0,19.5
0,2013,10,1,274,58.0,18.0
0,2013,10,2,275,55.0,18.7
0,2013,10,3,276,60.0,19.0
1,2013,10,4,277,76.0,18.6
1,2013,10,5,278,69.0,17.8
0,2013,10,6,279,69.0,18.4
0,2013,10,7,280,72.0,18.7
1,2013,10,8,281,75.0,18.1
0,2013,10,9,282,46.0,17.9
0,2013,10,10,283,57.0,18.6
0,2013,10,11,284,67.0,20.3
0,2013,10,12,285,56.0,19.4
0,2013,10,13,286,59.0,18.7
1,2013,10,14,287,73.0,21.2
0,2013,10,15,288,54.0,17.7
0,2013,10,16,289,50.0,18.1
0,2013,10,17,290,54.0,18.6
0,2013,10,18,291,53.0,19.6
0,2013,10,19,292,59.0,18.9
0,2013,10,20,293,60.0,18.6
0,2013,10,21,294,50.0,19.1
0,2013,10,22,295,60.0,19.3
0,2013,10,23,296,61.0,19.4
0,2013,10,24,297,76.0,20.8
0,2013,10,25,298,76.0,21.7
0,2013,10,26,299,79.0,19.9
0,2013,10,27,300,71.0,19.1
0,2013,10,28,301,58.0,19.0
0,2013,10,29,302,65.0,18.2
1,2013,10,30,303,63.0,19.9
0,2013,10,31,304,80.0,20.9
1,2013,11,1,305,55.0,19.9
1,2013,11,2,306,52.0,19.4
0,2013,11,3,307,60.0,18.6
1,2013,11,4,308,64.0,19.4
1,2013,11,5,309,56.0,19.2
0,2013,11,6,310,52.0,19.4
0,2013,11,7,311,58.0,20.3
0,2013,11,8,312,63.0,20.6
0,2013,11,9,313,55.0,19.7
0,2013,11,10,314,58.0,19.5
0,2013,11,11,315,52.0,19.7
0,2013,11,12,316,63.0,20.7
0,2013,11,13,317,70.0,20.1
0,2013,11,14,318,59.0,20.0
0,2013,11,15,319,67.0,19.9
1,2013,11,16,320,73.0,20.5
0,2013,11,17,321,84.0,21.9
1,2013,11,18,322,88.0,21.5
1,2013,11,19,323,93.0,19.3
1,2013,11,20,324,57.0,23.6
1,2013,11,21,325,75.0,21.9
1,2013,11,22,326,75.0,21.1
1,2013,11,23,327,74.0,20.6
1,2013,11,24,328,82.0,22.5
0,2013,11,25,329,81.0,22.2
1,2013,11,26,330,79.0,23.7
1,2013,11,27,331,70.0,21.2
0,2013,11,28,332,69.0,21.0
0,2013,11,29,333,65.0,21.9
0,2013,11,30,334,68.0,22.7
1,2013,12,1,335,82.0,22.1
0,2013,12,2,336,70.0,22.5
1,2013,12,3,337,58.0,22.6
0,2013,12,4,338,70.0,22.7
0,2013,12,5,339,62.0,22.3
0,2013,12,6,340,74.0,23.8
0,2013,12,7,341,59.0,21.9
0,2013,12,8,342,54.0,21.6
0,2013,12,9,343,52.0,21.7
0,2013,12,10,344,60.0,20.8
0,2013,12,11,345,71.0,22.1
0,2013,12,12,346,64.0,21.9
0,2013,12,13,347,72.0,21.0
0,2013,12,14,348,71.0,21.4
0,2013,12,15,349,78.0,21.9
0,2013,12,16,350,69.0,22.5
0,2013,12,17,351,69.0,22.4
0,2013,12,18,352,65.0,21.7
0,2013,12,19,353,63.0,20.0
0,2013,12,20,354,52.0,21.9
0,2013,12,21,355,57.0,22.3
0,2013,12,22,356,64.0,21.3
0,2013,12,23,357,78.0,21.9
0,2013,12,24,358,62.0,21.7
0,2013,12,25,359,43.0,23.2
0,2013,12,26,360,67.0,22.1
1,2013,12,27,361,85.0,21.7
1,2013,12,28,362,93.0,21.1
0,2013,12,29,363,57.0,22.7
0,2013,12,30,364,61.0,22.4
0,2013,12,31,365,66.0,23.4
0,2014,1,1,1,66.0,24.4
0,2014,1,2,2,70.0,23.5
0,2014,1,3,3,72.0,25.3
0,2014,1,4,4,67.0,25.1
0,2014,1,5,5,77.0,25.7
0,2014,1,6,6,74.0,26.2
0,2014,1,7,7,69.0,26.2
0,2014,1,8,8,54.0,23.4
0,2014,1,9,9,48.0,22.5
0,2014,1,10,10,47.0,22.0
0,2014,1,11,11,55.0,21.9
0,2014,1,12,12,58.0,23.0
0,2014,1,13,13,59.0,23.7
0,2014,1,14,14,58.0,22.8
0,2014,1,15,15,61.0,22.9
0,2014,1,16,16,54.0,23.1
0,2014,1,17,17,59.0,22.3
1,2014,1,18,18,56.0,23.7
1,2014,1,19,19,98.0,22.0
0,2014,1,20,20,80.0,21.7
0,2014,1,21,21,69.0,23.4
0,2014,1,22,22,72.0,24.9
0,2014,1,23,23,74.0,23.8
0,2014,1,24,24,75.0,22.1
0,2014,1,25,25,73.0,24.8
1,2014,1,26,26,90.0,22.6
0,2014,1,27,27,63.0,19.9
0,2014,1,28,28,50.0,21.4
0,2014,1,29,29,59.0,22.4
0,2014,1,30,30,59.0,21.3
1,2014,1,31,31,56.0,21.6
0,2014,2,1,32,71.0,21.7
0,2014,2,2,33,61.0,23.4
1,2014,2,3,34,79.0,22.5
1,2014,2,4,35,95.0,21.3
1,2014,2,5,36,95.0,21.2
1,2014,2,6,37,95.0,21.2
0,2014,2,7,38,78.0,22.0
0,2014,2,8,39,65.0,23.3
0,2014,2,9,40,62.0,22.8
0,2014,2,10,41,71.0,20.9
0,2014,2,11,42,68.0,23.3
0,2014,2,12,43,64.0,22.4
0,2014,2,13,44,63.0,22.8
0,2014,2,14,45,65.0,22.0
0,2014,2,15,46,72.0,22.2
0,2014,2,16,47,74.0,23.1
0,2014,2,17,48,75.0,23.1
0,2014,2,18,49,92.0,22.8
1,2014,2,19,50,82.0,24.2
1,2014,2,20,51,83.0,23.9
1,2014,2,21,52,84.0,23.3
1,2014,2,22,53,84.0,23.7
0,2014,2,23,54,81.0,21.7
0,2014,2,24,55,55.0,22.6
0,2014,2,25,56,72.0,22.3
0,2014,2,26,57,66.0,22.5
0,2014,2,27,58,67.0,22.9
0,2014,2,28,59,76.0,23.4
0,2014,3,1,60,59.0,22.9
0,2014,3,2,61,75.0,20.2
0,2014,3,3,62,56.0,22.1
0,2014,3,4,63,54.0,21.3
1,2014,3,5,64,63.0,21.2
1,2014,3,6,65,53.0,21.9
0,2014,3,7,66,65.0,21.2
0,2014,3,8,67,68.0,23.2
0,2014,3,9,68,58.0,22.5
0,2014,3,10,69,65.0,22.3
0,2014,3,11,70,67.0,22.2
1,2014,3,12,71,73.0,22.2
1,2014,3,13,72,82.0,21.6
1,2014,3,14,73,62.0,22.9
0,2014,3,15,74,63.0,22.6
0,2014,3,16,75,70.0,21.5
0,2014,3,17,76,64.0,22.2
0,2014,3,18,77,69.0,22.4
0,2014,3,19,78,65.0,22.3
0,2014,3,20,79,74.0,21.4
0,2014,3,21,80,69.0,22.5
0,2014,3,22,81,70.0,22.5
0,2014,3,23,82,67.0,21.9
0,2014,3,24,83,70.0,21.6
0,2014,3,25,84,63.0,22.7
0,2014,3,26,85,64.0,21.6
0,2014,3,27,86,60.0,21.6
0,2014,3,28,87,61.0,21.7
0,2014,3,29,88,60.0,23.1
0,2014,3,30,89,66.0,23.6
0,2014,3,31,90,73.0,23.2
0,2014,4,1,91,66.0,22.8
0,2014,4,2,92,73.0,22.1
0,2014,4,3,93,71.0,21.5
0,2014,4,4,94,73.0,21.5
0,2014,4,5,95,64.0,21.7
0,2014,4,6,96,63.0,21.1
1,2014,4,7,97,56.0,22.0
1,2014,4,8,98,92.0,19.0
0,2014,4,9,99,76.0,21.2
0,2014,4,10,100,68.0,21.7
0,2014,4,11,101,68.0,21.6
0,2014,4,12,102,79.0,22.7
1,2014,4,13,103,84.0,22.0
0,2014,4,14,104,82.0,22.0
1,2014,4,15,105,92.0,21.8
1,2014,4,16,106,92.0,22.8
1,2014,4,17,107,71.0,22.8
0,2014,4,18,108,55.0,22.8
1,2014,4,19,109,60.0,22.6
0,2014,4,20,110,56.0,22.9
0,2014,4,21,111,64.0,21.6
0,2014,4,22,112,57.0,21.0
0,2014,4,23,113,60.0,21.0
0,2014,4,24,114,60.0,21.9
0,2014,4,25,115,61.0,20.8
0,2014,4,26,116,80.0,20.2
0,2014,4,27,117,72.0,21.9
0,2014,4,28,118,80.0,20.9
0,2014,4,29,119,58.0,19.3
0,2014,4,30,120,56.0,20.4
0,2014,5,1,121,44.0,19.9
0,2014,5,2,122,44.0,21.2
1,2014,5,3,123,66.0,20.2
1,2014,5,4,124,92.0,20.6
0,2014,5,5,125,51.0,21.9
0,2014,5,6,126,60.0,21.4
0,2014,5,7,127,61.0,20.9
1,2014,5,8,128,68.0,20.4
0,2014,5,9,129,59.0,18.5
0,2014,5,10,130,47.0,20.0
0,2014,5,11,131,48.0,19.8
0,2014,5,12,132,70.0,18.3
1,2014,5,13,133,78.0,17.4
1,2014,5,14,134,75.0,18.1
0,2014,5,15,135,52.0,18.8
1,2014,5,16,136,60.0,18.2
1,2014,5,17,137,85.0,16.3
0,2014,5,18,138,51.0,19.3
0,2014,5,19,139,54.0,19.6
0,2014,5,20,140,57.0,19.8
0,2014,5,21,141,46.0,19.8
0,2014,5,22,142,67.0,20.0
0,2014,5,23,143,55.0,19.6
1,2014,5,24,144,62.0,19.8
1,2014,5,25,145,76.0,20.4
0,2014,5,26,146,61.0,20.2
0,2014,5,27,147,65.0,17.7
1,2014,5,28,148,50.0,19.5
1,2014,5,29,149,85.0,17.8
1,2014,5,30,150,77.0,19.9
1,2014,5,31,151,64.0,18.2
0,2014,6,1,152,62.0,18.6
0,2014,6,2,153,51.0,17.7
0,2014,6,3,154,56.0,18.5
1,2014,6,4,155,74.0,19.1
1,2014,6,5,156,76.0,20.1
1,2014,6,6,157,94.0,17.2
0,2014,6,7,158,88.0,19.4
0,2014,6,8,159,76.0,19.5
0,2014,6,9,160,77.0,18.8
0,2014,6,10,161,76.0,19.1
0,2014,6,11,162,74.0,17.8
0,2014,6,12,163,71.0,18.1
0,2014,6,13,164,69.0,18.7
